反应物	反应类型数	反应类型列表
[CH3:14][CH2:15][C@H:16]([NH2:17])[c:18]1[cH:19][c:20]2[cH:21][cH:22][cH:23][c:24]([F:25])[c:26]2[c:27](=[O:28])[n:29]1[CH:30]1[CH2:31][CH2:32]1	1	[1]
[c:1]1([Cl:33])[c:2](-[c:3]2[o:4][n:5][c:6]([CH3:7])[n:8]2)[c:9]([NH2:10])[n:11][cH:12][n:13]1	1	[1]
[c:1]1([B:39]2[O:38][C:36]([CH3:35])([CH3:37])[C:41]([CH3:42])([CH3:43])[O:40]2)[c:2]([CH3:3])[n:4][c:5]([NH2:6])[n:7][cH:8]1	1	[3]
[c:9]1([Cl:44])[n:10][c:11]2[cH:12][c:13]([CH2:14][N:15]3[CH2:16][CH2:17][N:18]([S:19]([CH3:20])(=[O:21])=[O:22])[CH2:23][CH2:24]3)[s:25][c:26]2[c:27]([N:28]2[CH2:29][CH2:30][O:31][CH2:32][CH2:33]2)[n:34]1	1	[3]
[CH:11]#[C:12][C:13]([O:14][CH2:15][CH3:16])([O:17][CH2:18][CH3:19])[O:20][CH2:21][CH3:22]	1	[3]
[c:1]1([Br:23])[cH:2][n:3][cH:4][c:5]([S:6]([CH3:7])(=[O:8])=[O:9])[cH:10]1	1	[3]
[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[NH:26][c:27]1[cH:28][cH:29][c:30]([OH:31])[cH:32][cH:33]1	1	[1]
[c:1]1([F:34])[cH:2][cH:3][c:4]([NH:5][C:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][c:15]1[N+:16](=[O:17])[O-:18]	1	[1]
[CH3:11][c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][n:18]1	1	[1]
[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][cH:8][o:9][n:10]2)[cH:11][cH:12]1)[Br:32]	1	[1]
[O:13]=[S:14](=[O:15])([NH:16][C@@H:17]1[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]1[CH2:23][OH:24])[c:25]1[cH:26][cH:27][c:28]([Cl:29])[cH:30][cH:31]1	1	[1]
[CH2:1]([CH:2]([CH2:3][OH:18])[OH:17])[OH:16]	1	[4]
[CH3:4][CH2:5][CH2:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[c:13]([Br:14])[cH:15]1	1	[4]
[N+:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][CH2:19]2)[cH:20][cH:21]1)(=[O:22])[O-:23]	1	[7]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10][cH:11]1)[Cl:27]	1	[2]
[CH3:12][O:13][c:14]1[cH:15][cH:16][cH:17][c:18]([C:19]2([OH:20])[CH2:21][CH2:22][CH2:23][NH:24][CH2:25]2)[cH:26]1	1	[2]
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][N:6]([CH2:7][CH2:8][C:9]12[CH2:10][CH:11]3[CH2:12][CH:13]([CH2:14][CH:15]([CH2:16]3)[CH2:17]1)[CH2:18]2)[C:19](=[O:20])[NH:21][CH2:22][CH2:23][CH:24]([OH:25])[c:26]1[cH:27][cH:28][n:29][cH:30][cH:31]1	1	[8]
[CH2:1]([CH:2]([O:3][C@H:4]1[CH2:5][CH2:6][CH2:7][C@H:8]([CH2:9][O:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[O:19]1)[c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][c:26]1[Cl:27])[Br:33]	1	[1]
[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[C:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[C:16]([CH3:17])([CH3:18])[CH2:19][CH:20]=[C:21]3[CH3:22])[cH:23][cH:24]1)[CH2:26][CH3:25]	1	[6]
[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8])[Br:13]	1	[1]
[NH2:9][C:10](=[S:11])[S-:12]	1	[1]
[CH:1]([C:2]([CH3:3])([CH3:4])[CH3:5])=[O:46]	1	[3]
[N:6]#[C:7][CH2:8][C:9](=[O:10])[N:11]1[CH2:12][CH2:13][CH2:14][CH:15]([n:16]2[n:17][c:18](-[c:19]3[cH:20][cH:21][c:22]([NH:23][C:24](=[O:25])[c:26]4[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35]4)[cH:36][cH:37]3)[c:38]3[c:39]([NH2:40])[n:41][cH:42][n:43][c:44]23)[CH2:45]1	1	[3]
[N+:1]([c:2]1[c:3]([NH:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10])[cH:11][c:12]([CH3:13])[c:14]([CH3:15])[cH:16]1)(=[O:17])[O-:18]	1	[7]
[O:10]=[C:11]1[CH2:12][CH2:13][CH2:14][N:15]1[CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][CH:21]([OH:22])[CH2:23][n:24]2[n:25][c:26](-[c:27]3[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[c:35]([S:36][CH2:37][CH2:38][N:39]4[CH2:40][CH2:41][CH2:42][CH2:43][CH2:44]4)[cH:45]3)[c:46]3[c:47]2[CH2:48][CH2:49][NH:50][CH2:51]3)[CH2:52][CH2:53]1	1	[2]
[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[Cl:54]	1	[2]
[c:1]1([Br:59])[cH:2][cH:3][c:4]([CH2:5][c:6]2[c:7]([Cl:8])[cH:9][cH:10][c:11]([C@@H:12]3[O:13][C@H:14]([CH2:15][O:16][CH2:17][c:18]4[cH:19][cH:20][cH:21][cH:22][cH:23]4)[C@@H:24]([O:25][CH2:26][c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[C@H:33]([O:34][CH2:35][c:36]4[cH:37][cH:38][cH:39][cH:40][cH:41]4)[C@H:42]3[O:43][CH2:44][c:45]3[cH:46][cH:47][cH:48][cH:49][cH:50]3)[cH:51]2)[s:52]1	1	[3]
[c:53]1([Sn:64]([CH2:63][CH2:62][CH2:61][CH3:60])([CH2:65][CH2:66][CH2:67][CH3:68])[CH2:69][CH2:70][CH2:71][CH3:72])[n:54][cH:55][cH:56][cH:57][n:58]1	1	[3]
[C:1](=[O:2])([c:3]1[cH:4][n:5][n:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]3[n:12][cH:13][cH:14][cH:15][c:16]23)[c:17]1[CH:18]1[CH2:19][CH2:20]1)[O:26][CH3:25]	1	[2]
[N:1]([c:2]1[c:3]2[nH:4][cH:5][c:6]([C@H:7]3[C@H:8]4[C@@H:9]([C@@H:10]([CH2:11][O:12][C:13]([C@H:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[NH:19][C:20](=[O:21])[O:22][C:23]([CH3:24])([CH3:25])[CH3:26])=[O:27])[N:28]3[C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[O:36][C:37]([CH3:38])([CH3:39])[O:40]4)[c:41]2[n:42][cH:43][n:44]1)=[N+:46]=[N-:45]	1	[9]
[c:1]1([Cl:40])[cH:2][c:3]([CH3:4])[c:5](-[c:6]2[cH:7][cH:8][c:9]3[c:10]([cH:11]2)[cH:12][c:13](-[c:14]2[c:15]([F:16])[cH:17][cH:18][cH:19][c:20]2[F:21])[n:22]3[S:23](=[O:24])(=[O:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[cH:32][n:33]1	1	[3]
[c:34]1([B:42]([OH:41])[OH:43])[cH:35][n:36][cH:37][n:38][cH:39]1	1	[3]
[CH2:1]([C:2]([F:3])([F:4])[F:5])[I:31]	1	[1]
[CH3:6][O:7][C:8](=[O:9])[C:10]1([c:11]2[cH:12][c:13]([OH:14])[cH:15][c:16](-[c:17]3[cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]3)[cH:27]2)[CH2:28][CH2:29][CH2:30]1	1	[1]
[N+:1]([c:2]1[c:3]2[c:4]([n:5][c:6]([CH:7]3[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13]3)[c:14]1[N:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1)[cH:21][cH:22][cH:23][cH:24]2)(=[O:25])[O-:26]	1	[7]
[CH3:13][c:14]1[cH:15][cH:16][c:17]([NH:18][C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[cH:26][c:27]1[NH2:28]	1	[1]
[c:1]1([Cl:29])[n:2][c:3]([S:4][C:5]#[N:6])[c:7]([N+:8](=[O:9])[O-:10])[cH:11][n:12]1	1	[1]
[N:9]#[C:10][c:11]1[cH:12][cH:13][c:14]([NH:15][c:16]2[cH:17][n:18][cH:19][n:20][cH:21]2)[cH:22][cH:23]1	1	[1]
[F:10][c:11]1[cH:12][cH:13][c:14]([CH2:15][c:16]2[n:17][o:18][c:19]([C@H:20]3[CH2:21][CH2:22][CH2:23][NH:24][CH2:25]3)[n:26]2)[cH:27][cH:28]1	1	[2]
[CH2:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][CH:9]([C:10]([O:11][CH2:12][CH3:13])=[O:14])[O:15][c:16]2[cH:17][cH:18][c:19]([CH:20]([CH3:21])[CH3:22])[cH:23][cH:24]2)[cH:25][cH:26]1)[O:34][S:31]([CH3:30])(=[O:32])=[O:33]	1	[1]
[C:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])([NH:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][CH:15]([O:16][CH3:17])[O:18][CH3:19])[cH:20][cH:21]1)=[O:22]	1	[7]
[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8])[Br:30]	1	[1]
[OH:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][CH2:15][NH:16][CH2:17][CH:18]([OH:19])[CH2:20][O:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[cH:28][cH:29]1	1	[1]
[CH3:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])[CH2:9][C:10]([CH3:11])([C:12]([F:13])([F:14])[F:15])[C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]1	1	[10]
[N:1]1([C:12](=[O:11])[O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:2][CH2:3][C@:4]([CH2:5][CH2:6][CH3:7])([OH:8])[C@@H:9]1[CH3:10]	1	[6]
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[n:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14][c:15]2[N:16]=[C:17]=[O:18])[cH:19][n:20]1	1	[2]
[NH2:21][c:22]1[cH:23][cH:24][c:25]([O:26][c:27]2[cH:28][cH:29][n:30][c:31]3[c:32]2[n:33][cH:34][c:35](=[O:36])[nH:37]3)[cH:38][c:39]1[F:40]	1	[2]
[NH:1]([CH2:2]/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][c:8]2[n:9][cH:10][n:11][c:12]([NH:13][c:14]3[cH:15][cH:16][c:17]([O:18][c:19]4[cH:20][cH:21][c:22]([CH3:23])[n:24][cH:25]4)[c:26]([Cl:27])[cH:28]3)[c:29]2[cH:30]1)[C:36]([O:35][C:32]([CH3:31])([CH3:33])[CH3:34])=[O:37]	1	[6]
[C:1](=[O:2])([CH:3]([NH:4][C:5](=[O:6])[O:7][C:8]([CH3:9])([CH3:10])[CH3:11])[c:12]1[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]1)[N:31]([O:30][CH3:29])[CH3:32]	1	[3]
[c:22]1([I:33])[cH:23][cH:24][c:25]([I:26])[cH:27][cH:28]1	1	[3]
[C:1]([CH:2]([CH:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[OH:9])[NH:10][C:11]([CH3:12])=[O:13])(=[O:14])[OH:15]	1	[9]
[CH3:11][c:12]1[cH:13][c:14]2[c:15]([nH:16]1)[CH2:17][C:18]([CH3:19])([CH3:20])[CH2:21][C:22]2=[O:23]	1	[1]
[CH2:1]([CH2:2][Cl:3])[Br:12]	1	[1]
[F:4][C:5]1([F:6])[CH2:7][CH2:8][NH:9][CH2:10][CH2:11]1	1	[1]
[C:1]([CH2:2][N:3]([CH3:4])[CH3:5])(=[O:6])[OH:10]	1	[2]
[CH3:7][CH2:8][NH2:9]	1	[2]
[OH:5][C@H:6]1[CH2:7][CH2:8][C@H:9]([NH:10][c:11]2[cH:12][cH:13][n:14][c:15]3[cH:16][c:17]([Cl:18])[cH:19][cH:20][c:21]23)[CH2:22][CH2:23]1	1	[2]
[C:1]([N:2]1[CH:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH2:11][CH2:12][O:13]1)(=[O:14])[Cl:22]	1	[2]
[CH2:15]=[CH:16][CH2:17][NH:18][CH2:19][CH:20]=[CH2:21]	1	[2]
[O:1]([CH2:2][CH2:3][O:4][c:5]1[c:6]2[n:7][c:8]([C:9]([NH:10][CH:11]3[CH2:12][CH2:13][N:14]([CH:15]([CH3:16])[CH3:17])[CH2:18][CH2:19]3)=[O:20])[n:21]([CH2:22][C:23](=[O:24])[NH:25][c:26]3[cH:27][cH:28][c:29]([Cl:30])[cH:31][n:32]3)[c:33]2[cH:34][cH:35][cH:36]1)[Si:41]([C:38]([CH3:37])([CH3:39])[CH3:40])([CH3:42])[CH3:43]	1	[6]
[CH3:6][C@@H:7]1[CH2:8][NH:9][CH2:10][CH2:11][NH:12]1	1	[1]
[c:1]1([Br:13])[cH:2][s:3][cH:4][n:5]1	1	[1]
[C:1]1(=[O:15])[CH2:2][CH2:3][CH2:4][CH2:5][CH:6]1[C:7]([CH2:8][C:9]([F:10])([F:11])[F:12])=[O:16]	1	[4]
[C:1](=[O:2])([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1)[Cl:40]	1	[2]
[CH3:9][CH:10]1[CH2:11][c:12]2[cH:13][cH:14][c:15]([CH:16]3[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]3)[cH:22][c:23]2[CH2:24][N:25]1[c:26]1[cH:27][c:28]([N:29]2[CH2:30][CH2:31][N:32]([CH3:33])[CH2:34][CH2:35]2)[n:36][c:37]([NH2:38])[n:39]1	1	[2]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][n:9][cH:10][o:11]2)[c:12]([F:13])[cH:14]1)[OH:33]	1	[2]
[CH3:15][CH2:16][c:17]1[cH:18][n:19][c:20]([N:21]2[CH2:22][CH2:23][CH:24]([NH:25][CH:26]3[CH2:27][CH2:28]3)[CH2:29][CH2:30]2)[cH:31][n:32]1	1	[2]
[CH3:38][C:39]([CH3:40])([CH3:41])[O:42][C:43](=[O:44])[N:45]=[C:46]([N:47]1[CH2:48][CH:49]([CH2:50][NH:51][C:52](=[O:53])[O:54][C:55]([CH3:56])([CH3:57])[CH3:58])[CH2:59]1)[N:60]([CH2:61][c:62]1[cH:63][n:64][n:65]([CH2:66][C@H:67]2[NH:68][C:69](=[O:70])[C@H:71]2[NH2:72])[n:73]1)[C:74](=[O:75])[O:76][C:77]([CH3:78])([CH3:79])[CH3:80]	1	[2]
[N+:1]([c:2]1[c:3]([NH:4][c:5]2[cH:6][cH:7][cH:8][c:9]([C:10]([O:11][CH2:12][CH3:13])=[O:14])[cH:15]2)[cH:16][cH:17][c:18]([C:19]#[N:20])[cH:21]1)(=[O:22])[O-:23]	1	[7]
[O:1]([C@H:2]([C@H:3]1[CH2:4][O:5][CH2:6][C:7](=[O:8])[NH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:17](=[O:16])[c:18]1[cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25][cH:26]1	1	[7]
[CH3:1][O:2][C@@:3]1([c:4]2[cH:5][cH:6][c:7]([Cl:8])[c:9]([CH2:10][c:11]3[cH:12][cH:13][c:14]([O:15][CH2:16][CH:17]([F:18])[F:19])[cH:20][cH:21]3)[cH:22]2)[O:23][C@H:24]([CH2:25][OH:26])[C@@H:27]([O:28][CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[C@H:36]([O:37][CH2:38][c:39]2[cH:40][cH:41][cH:42][cH:43][cH:44]2)[C@H:45]1[O:46][CH2:47][c:48]1[cH:49][cH:50][cH:51][cH:52][cH:53]1	1	[8]
[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([O:9][CH2:10][C:11](=[O:12])[NH:13][c:14]2[cH:15][cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]2)[cH:22]1)[CH3:23]	1	[6]
[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[Br:16]	1	[1]
[CH3:8][C@:9]12[CH2:10][CH2:11][C@@H:12]3[c:13]4[cH:14][cH:15][c:16]([OH:17])[cH:18][c:19]4[CH2:20][C@@H:21]([CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][OH:27])[C@H:28]3[C@@H:29]1[CH:30]=[CH:31][C:32]2=[O:33]	1	[1]
[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2)[cH:15][c:16]1[Cl:17]	1	[7]
[CH:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[cH:7][c:8]([O:9][CH3:10])[cH:11]1)=[O:23]	1	[3]
[O:12]=[C:13]([OH:14])[CH2:15][c:16]1[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]1	1	[3]
[NH:1]([C@H:2]([C:3]([NH:4][C@H:5]([C@@H:6]([CH2:7][N:8]1[C@H:9]([C:10]([NH:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][S:18][CH2:19]1)[OH:20])[CH2:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)=[O:28])[CH2:29][C:30]([NH2:31])=[O:32])[C:34](=[O:33])[O:35][CH2:36][c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1	1	[6]
[cH:35]1[cH:36][c:37]([CH:38]2[CH2:39][CH2:40][NH:41][CH2:42][CH2:43]2)[cH:44][cH:45][n:46]1	1	[2]
[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([F:8])[c:9]([Br:10])[cH:11]1)([OH:12])=[O:13]	1	[7]
[C:14]([c:15]1[c:16]([NH2:17])[cH:18][cH:19][c:20]([I:21])[cH:22]1)([OH:23])=[O:24]	1	[4]
[C:1]([CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)([C:10]([F:11])([F:12])[F:13])=[O:25]	1	[4]
[CH3:21][CH:22]([CH3:23])[c:24]1[cH:25][cH:26][cH:27][c:28]([CH:29]([CH3:30])[CH3:31])[c:32]1[NH2:33]	1	[1]
[c:1]1([Br:34])[cH:2][cH:3][cH:4][c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]34)[n:19][c:20]12	1	[1]
[CH2:1]([CH2:2][S:3][CH2:4][c:5]1[nH:6][c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([O:13][CH3:14])=[O:15])[c:16]2[n:17]1)[Cl:24]	1	[1]
[CH3:1][CH2:2][O:3][C:4](=[O:5])/[C:6](=[CH:7]\[c:8]1[cH:9][cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17]1)[C:18](=[O:19])[CH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[CH2:30][CH2:31]1	1	[7]
[c:1]1([Br:29])[cH:2][c:3]2[c:4]([cH:5][cH:6]1)[O:7][C@H:8]1[CH2:9][CH2:10][CH2:11][O:12][C@@H:13]1[C@:14]21[C:15](=[O:16])[N:17]([CH3:18])[C:19]([NH2:20])=[N:21]1	1	[3]
[c:22]1([B:31]([OH:30])[OH:32])[cH:23][cH:24][cH:25][n:26][c:27]1[F:28]	1	[3]
[C:1]1(=[O:14])[C@@H:2]([CH3:3])[O:4][CH2:5][C@@H:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[NH:13]1	1	[7]
[O:1]([CH2:2][c:3]1[s:4][c:5]([Br:6])[cH:7][c:8]1[CH3:9])[C:11]([CH3:10])=[O:12]	1	[6]
[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[c:9]([CH2:10][CH3:11])[n:12][c:13]3[c:14]([CH3:15])[cH:16][c:17]([CH3:18])[n:19][c:20]23)[cH:21][cH:22]1)(=[O:23])[O:25][CH3:24]	1	[7]
[CH2:1]([C:2]#[N:3])[Cl:12]	1	[1]
[NH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1	1	[1]
[CH2:1]([CH2:2][CH2:3][CH2:4][Br:5])[Br:19]	1	[1]
[CH3:6][O:7][C:8](=[O:9])[CH2:10][CH2:11][c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1	1	[1]
[O:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]3[c:11]2[c:12]([CH3:13])[c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[n:21]3[CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[cH:29][cH:30]1)[CH3:31]	1	[6]
[C:1]1(=[O:32])[CH2:2][CH2:3][c:4]2[c:5]([cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11]2)[CH2:12]1	1	[1]
[N:13]#[C:14][c:15]1[cH:16][cH:17][c:18]2[c:19]([cH:20]1)[CH2:21][CH2:22][CH:23]([N:24]1[CH2:25][CH2:26][NH:27][CH2:28][C:29]1=[O:30])[CH2:31]2	1	[1]
[O:11]=[CH:12][c:13]1[cH:14][nH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][n:21][c:22]2[Cl:23])[cH:24]1	1	[2]
[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[n:7][cH:8]1)(=[O:9])(=[O:10])[Cl:25]	1	[2]
[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17](=[O:18])[CH2:19][O:20][c:21]1[cH:22][cH:23][cH:24][c:25]2[c:26]1[CH2:27][CH2:28][CH2:29][CH2:30][CH:31]2[NH2:32]	1	[2]
[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][c:6]([Cl:7])[cH:8][c:9]([Cl:10])[cH:11]1)[Cl:33]	1	[2]
[C:1](=[O:2])([C@@H:3]1[CH2:4][CH2:5][CH2:6][N:7]([CH2:8][CH2:9][NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]2)[CH2:20]1)[O:37][CH2:36][CH3:35]	1	[2]
[CH3:21][O:22][c:23]1[cH:24][c:25]2[c:26]([cH:27][c:28]1[O:29][CH3:30])[CH2:31][NH:32][CH2:33][CH2:34]2	1	[2]
[N:1]([CH2:2][C:3]1([CH3:4])[CH2:5][c:6]2[cH:7][c:8]([Cl:9])[cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[c:18]2[O:19]1)=[N+:21]=[N-:20]	1	[9]
[c:1]1([Br:31])[c:2]([C:3]([CH3:4])([CH3:5])[C:6]#[N:7])[cH:8][cH:9][c:10]([NH:11][C:12]([c:13]2[cH:14][cH:15][c:16]([O:17][CH3:18])[c:19]([O:20][CH3:21])[cH:22]2)=[O:23])[cH:24]1	1	[3]
[c:25]1([B:33]([OH:32])[OH:34])[cH:26][n:27][cH:28][n:29][cH:30]1	1	[3]
[O:1]([CH:2]1[CH2:3][CH2:4][CH:5]([c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[c:14]([CH3:15])[c:16]([C:17]#[N:18])[c:19]3[n:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]4[n:27]23)[CH2:28]1)[CH2:31][O:30][CH3:29]	1	[6]
[C:1](=[O:2])([c:3]1[cH:4][nH:5][c:6]2[cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12][cH:13][c:14]12)[OH:16]	1	[9]
[O:9]=[N+:10]([O-:11])[c:12]1[cH:13][cH:14][c:15]([NH:16][c:17]2[cH:18][n:19][cH:20][n:21][cH:22]2)[cH:23][cH:24]1	1	[1]
[CH2:2]=[CH:3][O:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][O:10][CH2:11][CH2:12][O:13][CH2:14][CH2:15][O:16][CH2:17][CH2:18][O:19][CH2:20][CH2:21][O:22][CH2:23][CH2:24][O:25][CH2:26][CH2:27][O:28][CH2:29][CH2:30][O:31][CH2:32][CH2:33][OH:34]	1	[1]
[NH:1]([CH:2]([CH3:3])[C:4](=[O:5])[N:6]1[CH2:7][C:8](=[O:9])[NH:10][C:11]1([CH3:12])[CH3:13])[C:15](=[O:14])[O:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1	1	[6]
[CH3:8][c:9]1[n:10][cH:11][c:12]([CH2:13][OH:14])[cH:15][c:16]1[OH:17]	1	[2]
[CH3:5][CH:6]([NH2:7])[CH2:8][c:9]1[cH:10][cH:11][cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17]1	1	[2]
[O:1]([c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]2[c:8]1[CH2:9][C@@H:10]([N:11]([CH2:12][CH2:13][CH3:14])[CH:15]1[CH2:16][CH2:17][CH2:18]1)[CH2:19][O:20]2)[CH3:21]	1	[6]
[N:16]#[C:17][N:18]1[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]1	1	[1]
[c:1]1([Br:24])[n:2][c:3]2[cH:4][c:5]([O:6][CH3:7])[c:8]([O:9][CH3:10])[cH:11][c:12]2[c:13]([NH2:14])[n:15]1	1	[1]
[c:1]1([Br:18])[s:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10]1	1	[3]
[c:15]1([B:32]([OH:31])[OH:33])[cH:16][cH:17][c:18]([Cl:19])[c:20]([O:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[cH:29]1	1	[3]
[C:1]([c:2]1[c:3]2[c:4]([cH:5][c:6]([CH2:7][C:8]([O:9][CH3:10])=[O:11])[c:12]1[CH3:13])[cH:14][cH:15][c:16]([F:17])[cH:18]2)(=[O:19])[OH:33]	1	[2]
[N:1]1([C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21])[CH2:2][CH2:3][CH:4]([C:5]#[C:6][c:7]2[n:8][cH:9][cH:10][cH:11][n:12]2)[CH2:13][CH2:14]1	1	[6]
[C:1](=[O:2])([c:3]1[cH:4][c:5]([O:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]([C:15](=[O:16])[O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][c:26]1[Br:27])[OH:31]	1	[2]
[O:1]([C:2](=[O:3])[C:4]([CH3:5])([CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[CH3:13]	1	[6]
